iter	Logloss
426	0.5290056677
427	0.5288405082
428	0.5287095359
429	0.5284179498
430	0.5282466347
431	0.5280532541
432	0.527920956
433	0.5275424339
434	0.5273472066
435	0.5271597449
436	0.5269640441
437	0.5267338719
438	0.5266191884
439	0.5264404865
440	0.5262367835
441	0.5259239842
442	0.5257302248
443	0.5255290787
444	0.5254139216
445	0.5252116864
446	0.5249871016
447	0.5246661107
448	0.5244896817
449	0.5243033564
450	0.5241524494
451	0.523827481
452	0.5235682355
453	0.5233756125
454	0.5232491859
455	0.5230598302
456	0.52282426
457	0.5225384981
458	0.522236116
459	0.5219989833
460	0.5216596676
461	0.5212832289
462	0.5210689666
463	0.5208190018
464	0.5204763716
465	0.5201742263
466	0.5199270078
467	0.5197358527
468	0.5193530217
469	0.519113332
470	0.518921656
471	0.5186987286
472	0.5184096521
473	0.5181780594
474	0.5179296572
475	0.5175842806
476	0.5173821401
477	0.5172269243
478	0.5169335862
479	0.5166336663
480	0.5164054356
481	0.5162200099
482	0.5158960832
483	0.5156908176
484	0.5153877252
485	0.515156322
486	0.5149658771
487	0.5147829137
488	0.5145731498
489	0.5143657533
490	0.5140011523
491	0.5137776093
492	0.5134885328
493	0.5133779214
494	0.5130149303
495	0.5127108436
496	0.5124131965
497	0.5122057054
498	0.5118692308
499	0.5116981998
500	0.5114658495
501	0.5111398394
502	0.5109528038
503	0.5106093212
504	0.5103474714
505	0.5100623723
506	0.5097554919
507	0.5095970562
508	0.5093339279
509	0.5090260532
510	0.5087409068
511	0.5084050477
512	0.5080950895
513	0.5077796859
514	0.5074563274
515	0.5073244082
516	0.5070164387
517	0.5066892448
518	0.5064447254
519	0.5061517661
520	0.505919984
521	0.5056563349
522	0.5054381425
523	0.5051761032
524	0.5049594261
525	0.5047609789
526	0.5045149916
527	0.5042517213
528	0.5039882616
529	0.5038201189
530	0.5035303795
531	0.5032911634
532	0.5030376473
533	0.5027380589
534	0.5024851584
535	0.5021783727
536	0.5020200317
537	0.5018157604
538	0.5016593608
539	0.501422891
540	0.5012215554
541	0.5010126438
542	0.5008249453
543	0.5004566509
544	0.5001655857
545	0.4999166626
546	0.4997259337
547	0.4995169273
548	0.4992919164
549	0.4988859308
550	0.4987032515
551	0.4984419226
552	0.4980988662
553	0.4978997088
554	0.4976730879
555	0.4973645503
556	0.4972069669
557	0.4969218205
558	0.4967137611
559	0.4965011088
560	0.4962752455
561	0.4959500877
562	0.4957320847
563	0.4953433348
564	0.49514574
565	0.4948643343
566	0.4946063673
567	0.4942929051
568	0.4940618333
569	0.4937764501
570	0.4935645554
571	0.4934004376
572	0.4931224412
573	0.4929693561
574	0.4927139933
575	0.4923843372
576	0.492106104
577	0.4918783468
578	0.4916585918
579	0.4914924379
580	0.4911593725
581	0.4910036358
582	0.4907632359
583	0.4905289916
584	0.4903465016
585	0.4901071908
586	0.4898847368
587	0.4895885104
588	0.489348726
589	0.4891592282
590	0.4889231372
591	0.488648408
592	0.4883613675
593	0.4881425122
594	0.4878761167
595	0.4876545151
596	0.4875042237
597	0.4872640605
598	0.4871169417
599	0.4869398971
600	0.486685576
601	0.4864698459
602	0.486285604
603	0.4860007417
604	0.4857320734
605	0.4855216465
606	0.4852732917
607	0.4850711038
608	0.4848434886
609	0.4845968858
610	0.4843298274
611	0.4840876755
612	0.4837313608
613	0.4835343342
614	0.4833201193
615	0.4831420804
616	0.4828668776
617	0.4826764328
618	0.482317798
619	0.4821285843
620	0.4818553229
621	0.4816047899
622	0.4814251411
623	0.4812382949
624	0.4810180191
625	0.4807291319
626	0.4804633994
627	0.4802629635
628	0.4799828836
629	0.4797770498
630	0.479584995
631	0.4793114496
632	0.4790287181
633	0.4788490692
634	0.4786753865
635	0.4785956478
636	0.4783860733
637	0.4781215245
638	0.4779048473
639	0.4777224994
640	0.4774569089
641	0.4771601616
642	0.4769157842
643	0.4766395871
644	0.4764210159
645	0.4760524374
646	0.4758602406
647	0.4756518498
648	0.4754693599
649	0.4751465223
650	0.4749218902
651	0.4746922862
652	0.4744164206
653	0.4742315631
654	0.4740651251
655	0.4738264772
656	0.4736456446
657	0.4734940747
658	0.4733288205
659	0.4731629034
660	0.4729652612
661	0.4727751478
662	0.4724257464
663	0.4722719037
664	0.4720981263
665	0.4719285159
666	0.4717528445
667	0.4715289226
668	0.4714741851
669	0.4711235999
670	0.4708745348
671	0.4706469196
672	0.4704820442
673	0.4702763051
674	0.4699779004
675	0.4697951264
676	0.469499847
677	0.4691960444
678	0.46895626
679	0.4687839032
680	0.4685950209
681	0.4684533947
682	0.4682748823
683	0.4680353347
684	0.4678293114
685	0.467638251
686	0.4674502211
687	0.467271898
688	0.4671233586
689	0.4668060611
690	0.4666467257
691	0.4664453902
692	0.4662416397
693	0.4660960361
694	0.4658833364
695	0.4657121633
696	0.4654879574
697	0.4653279117
698	0.4651297014
699	0.4648434659
700	0.4646884394
701	0.4644765447
702	0.4642334931
703	0.4640288431
704	0.4637871173
705	0.4635468121
706	0.4632601505
707	0.4629983954
708	0.4627169423
709	0.4624664094
710	0.4622806522
711	0.4621098106
712	0.461980543
713	0.4618396271
714	0.4617037303
715	0.461486485
716	0.4613398869
717	0.4611236833
718	0.4608312922
719	0.4605196767
720	0.4602432429
721	0.4600785095
722	0.4599302542
723	0.4596771169
724	0.459520812
725	0.4592462248
726	0.459000711
727	0.4587542029
728	0.458562811
729	0.4583880393
730	0.4581438986
731	0.4579071921
732	0.4576521608
733	0.4574280969
734	0.4572427659
735	0.4570409569
736	0.4568772179
737	0.4566674066
738	0.4565175887
739	0.45634741
740	0.4562145911
741	0.4559725812
742	0.4557958681
743	0.4556608237
744	0.4554720835
745	0.4551542177
746	0.4549476262
747	0.4547310438
748	0.4545346327
749	0.4541189876
750	0.4539332778
751	0.4538095029
752	0.4535460431
753	0.45338917
754	0.453100567
755	0.4528214341
756	0.4526760672
757	0.4524217936
758	0.4522495788
759	0.4520561982
760	0.4517685422
761	0.4516037141
762	0.4513951813
763	0.4511545446
764	0.4509872543
765	0.4508288186
766	0.4505068806
767	0.4502578629
768	0.4500757518
769	0.449870202
770	0.4496422554
771	0.4493722612
772	0.4491696946
773	0.4490027357
774	0.4488655605
775	0.4486365248
776	0.4484669617
777	0.4482327173
778	0.448032755
779	0.4478495548
780	0.4476958068
781	0.4474287011
782	0.4472211153
783	0.4470312386
784	0.4468415514
785	0.4466334921
786	0.4464868467
787	0.4462518921
788	0.4460291067
789	0.4458257825
790	0.4456827831
791	0.4454703675
792	0.4452296361
793	0.4450452995
794	0.4448425435
795	0.4446712284
796	0.4445223575
797	0.4443121674
798	0.4441106425
799	0.4438665492
800	0.4436101921
801	0.4434098509
802	0.4433338529
803	0.4430835094
804	0.4429025347
805	0.4426920604
806	0.442510044
807	0.4422353148
808	0.4421187845
809	0.441886671
810	0.4418477013
811	0.4416444244
812	0.4413980583
813	0.4410634303
814	0.4408779573
815	0.440672597
816	0.4405682359
817	0.4404353222
818	0.4402701627
819	0.4400042407
820	0.4397594846
821	0.4396363252
822	0.4394097517
823	0.4391485648
824	0.4388869044
825	0.4387310256
826	0.4384627361
827	0.4382699237
828	0.4380301867
829	0.4378304137
830	0.4375154837
831	0.4373230975
832	0.4371818975
833	0.4369538561
834	0.4368391725
835	0.4365784118
836	0.4363299622
837	0.4361173099
838	0.4359851065
839	0.4357857123
840	0.4356513308
841	0.4354423718
842	0.4351518748
843	0.4350073602
844	0.4347803132
845	0.4346418122
846	0.4344727699
847	0.4342910849
848	0.4341268251
849	0.4339655483
850	0.4336645868
851	0.4335445052
852	0.4333406601
853	0.4330778159
854	0.4328116098
855	0.4325942697
856	0.4324632975
857	0.4322296687
858	0.4321260179
859	0.4319910208
860	0.4318012388
861	0.4314945478
862	0.4313378641
863	0.4311334981
864	0.4309564536
865	0.4307435171
866	0.4304892434
867	0.4303558089
868	0.430108259
869	0.4298806912
870	0.4297196512
871	0.4296168526
872	0.4294859751
873	0.4292576496
874	0.4289843409
875	0.4288017563
876	0.4285884884
877	0.4284148531
878	0.4282699123
879	0.4280472216
880	0.4278751962
881	0.4275975786
882	0.4273471877
883	0.427158116
884	0.4268816821
885	0.426746401
886	0.426607095
887	0.4263652745
888	0.4262388479
889	0.4260619454
890	0.42583916
891	0.4256467264
892	0.4253846399
893	0.4251463707
894	0.4249604716
895	0.4248036458
896	0.4246139586
897	0.4244043366
898	0.4241699976
899	0.4240019497
900	0.423729446
901	0.4235830374
902	0.4233906985
903	0.4232611468
904	0.4230335316
905	0.4228385884
906	0.4226822361
907	0.4225309504
908	0.4223703365
909	0.4221612355
910	0.4220671495
911	0.4218550653
912	0.4215547667
913	0.4214006399
914	0.4212702832
915	0.4210640232
916	0.4208268431
917	0.4206720061
918	0.4205164588
919	0.4203287603
920	0.4201907801
921	0.4199372167
922	0.4197252272
923	0.41946333
924	0.4192050789
925	0.4189960252
926	0.4187523107
927	0.418531372
928	0.4183864786
929	0.4182895989
930	0.4180032214
931	0.4177195428
932	0.4175452446
933	0.4173179609
934	0.4171355183
935	0.4169553486
936	0.4167894788
937	0.4166143283
938	0.4165391352
939	0.4162366584
940	0.4159865043
941	0.4157710109
942	0.4155054203
943	0.415426676
944	0.4152761479
945	0.4151202691
946	0.415014961
947	0.4149439821
948	0.414759172
949	0.4145254959
950	0.4142867059
951	0.4141356096
952	0.4139329483
953	0.4137584133
954	0.4135392739
955	0.4133447569
956	0.4131132115
957	0.41288839
958	0.4127128133
959	0.412468436
960	0.4123193284
961	0.4122181397
962	0.4119702111
963	0.4118646662
964	0.4115501623
965	0.4114578283
966	0.4112237733
967	0.4110673737
968	0.4108761239
969	0.410803914
970	0.4106387071
971	0.4104140276
972	0.410295556
973	0.4101477269
974	0.4099522628
975	0.4097236059
976	0.4095559368
977	0.409328369
978	0.4091683233
979	0.4089545345
980	0.4088251249
981	0.4086819834
982	0.4085385106
983	0.4083911076
984	0.4081924711
985	0.4079719585
986	0.4077606793
987	0.4076328322
988	0.4074340536
989	0.4072220642
990	0.4070161356
991	0.406838949
992	0.4066915934
993	0.40650702
994	0.4063037431
995	0.4060409937
996	0.4058796222
997	0.4056354816
998	0.4054935239
999	0.405279309
